setup,model,dataset,optimizer,path,nbytes,nparams,p2r edges,r2r edges,r2p edges,training time,inference time,time,relative error (direct),relative error (auto2),relative error (auto4)
"{'seed': 42, 'device': 'cuda:0', 'dtype': 'torch.float32', 'trainer_name': 'static', 'train': True, 'test': False, 'ckpt': False}","{'name': 'goat', 'latent_tokens_size': [16, 16], 'args': {'magno': {'coord_dim': 2, 'radius': 0.025, 'hidden_size': 16, 'mlp_layers': 2, 'lifting_channels': 32}, 'transformer': {'patch_size': 2, 'hidden_size': 64}}}","{'name': 'Elasticity', 'metaname': 'elliptic_pdes/Elasticity', 'base_path': 'datasets/', 'train_size': 1024, 'val_size': 128, 'test_size': 256, 'batch_size': 16, 'num_workers': 2, 'shuffle': True}","{'name': 'adamw', 'args': {'lr': 0.0008, 'weight_decay': 1e-05, 'epoch': 500, 'loss_scale': 1.0, 'eval_every_eps': 2, 'scheduler': 'mix', 'max_lr': 0.001, 'min_lr': 0.0001, 'final_lr': 5e-05}}","{'ckpt_path': 'C:\\Users\\giugl\\ProgrammiGio\\ETH\\AISE\\GAOT\\task1/elasticity_fast.pt', 'loss_path': 'C:\\Users\\giugl\\ProgrammiGio\\ETH\\AISE\\GAOT\\task1/elasticity_loss_fast.png', 'result_path': 'C:\\Users\\giugl\\ProgrammiGio\\ETH\\AISE\\GAOT\\task1/elasticity_result_fast.png', 'database_path': 'C:\\Users\\giugl\\ProgrammiGio\\ETH\\AISE\\GAOT\\task1/elasticity_fast.csv'}",998276,249569,-1,-1,-1,0.0,,2025-12-24 19:59:04,0.909535825252533,,
