setup,model,dataset,optimizer,path,nbytes,nparams,p2r edges,r2r edges,r2p edges,training time,inference time,time,relative error (direct),relative error (auto2),relative error (auto4)
"{'seed': 42, 'device': 'cuda:0', 'dtype': 'torch.float32', 'trainer_name': 'static', 'train': True, 'test': False, 'ckpt': False}","{'name': 'goat', 'latent_tokens_size': [64, 64], 'args': {'magno': {'coord_dim': 2, 'radius': 0.033, 'hidden_size': 48, 'mlp_layers': 3, 'lifting_channels': 48}, 'transformer': {'patch_size': 2, 'hidden_size': 192}}}","{'name': 'Elasticity', 'metaname': 'elliptic_pdes/Elasticity', 'base_path': 'datasets/', 'train_size': 1024, 'val_size': 128, 'test_size': 256, 'batch_size': 8, 'num_workers': 4, 'shuffle': True}","{'name': 'adamw', 'args': {'lr': 0.0008, 'weight_decay': 1e-05, 'epoch': 100, 'loss_scale': 1.0, 'eval_every_eps': 2, 'scheduler': 'mix', 'max_lr': 0.001, 'min_lr': 0.0001, 'final_lr': 5e-05}}","{'ckpt_path': '/mnt/c/Users/giugl/ProgrammiGio/ETH/AISE/GAOT/task1_gpu/elasticity_fast.pt', 'loss_path': '/mnt/c/Users/giugl/ProgrammiGio/ETH/AISE/GAOT/task1_gpu/elasticity_loss_fast.png', 'result_path': '/mnt/c/Users/giugl/ProgrammiGio/ETH/AISE/GAOT/task1_gpu/elasticity_result_fast.png', 'database_path': '/mnt/c/Users/giugl/ProgrammiGio/ETH/AISE/GAOT/task1_gpu/elasticity_fast.csv'}",7651652,1912913,-1,-1,-1,0.0,,2025-12-25 20:31:57,0.0227958094328641,,
"{'seed': 42, 'device': 'cuda:0', 'dtype': 'torch.float32', 'trainer_name': 'static', 'train': True, 'test': False, 'ckpt': False}","{'name': 'goat', 'latent_tokens_size': [48, 48], 'args': {'magno': {'coord_dim': 2, 'radius': 0.033, 'hidden_size': 48, 'mlp_layers': 3, 'lifting_channels': 48}, 'transformer': {'patch_size': 2, 'hidden_size': 192}}}","{'name': 'Elasticity', 'metaname': 'elliptic_pdes/Elasticity', 'base_path': 'datasets/', 'train_size': 1024, 'val_size': 128, 'test_size': 256, 'batch_size': 8, 'num_workers': 4, 'shuffle': True}","{'name': 'adamw', 'args': {'lr': 0.0008, 'weight_decay': 1e-05, 'epoch': 200, 'loss_scale': 1.0, 'eval_every_eps': 2, 'scheduler': 'mix', 'max_lr': 0.0005, 'min_lr': 0.0001, 'final_lr': 5e-05}}","{'ckpt_path': '/mnt/c/Users/giugl/ProgrammiGio/ETH/AISE/GAOT/task1_gpu/elasticity_fast.pt', 'loss_path': '/mnt/c/Users/giugl/ProgrammiGio/ETH/AISE/GAOT/task1_gpu/elasticity_loss_fast.png', 'result_path': '/mnt/c/Users/giugl/ProgrammiGio/ETH/AISE/GAOT/task1_gpu/elasticity_result_fast.png', 'database_path': '/mnt/c/Users/giugl/ProgrammiGio/ETH/AISE/GAOT/task1_gpu/elasticity_fast.csv'}",7651652,1912913,-1,-1,-1,0.0,,2025-12-25 21:31:54,0.020351272076368332,,
